¤é´Á,Data,
2017/04,220.0000,
2017/05,141.0000,
2017/06,211.0000,
2017/07,228.0000,
2017/08,190.0000,
2017/09,42.0000,
2017/10,249.0000,
2017/11,196.0000,
2017/12,179.0000,
2018/01,81.0000,
2018/02,378.0000,
2018/03,195.0000,
2018/04,153.0000,
2018/05,270.0000,
2018/06,214.0000,
2018/07,149.0000,
2018/08,229.0000,
2018/09,105.0000,
2018/10,212.0000,
2018/11,92.0000,
2018/12,240.0000,
2019/01,237.0000,
2019/02,-50.0000,
2019/03,168.0000,
2019/04,219.0000,
2019/05,63.0000,
2019/06,175.0000,
2019/07,193.0000,
2019/08,195.0000,
2019/09,221.0000,
2019/10,195.0000,
2019/11,234.0000,
2019/12,161.0000,
2020/01,315.0000,
2020/02,289.0000,
2020/03,-1683.0000,
2020/04,-20679.0000,
2020/05,2833.0000,
2020/06,4846.0000,
2020/07,1726.0000,
2020/08,1583.0000,
2020/09,716.0000,
2020/10,680.0000,
2020/11,264.0000,
2020/12,-306.0000,
2021/01,233.0000,
2021/02,536.0000,
2021/03,785.0000,
2021/04,269.0000,
2021/05,614.0000,
2021/06,557.0000,
2021/07,689.0000,
2021/08,517.0000,
2021/09,424.0000,
2021/10,677.0000,
2021/11,647.0000,
2021/12,588.0000,
2022/01,504.0000,
2022/02,714.0000,
2022/03,398.0000,
2022/04,368.0000,
2022/05,386.0000,
2022/06,370.0000,
2022/07,568.0000,
2022/08,352.0000,
2022/09,350.0000,
2022/10,324.0000,
2022/11,290.0000,
2022/12,239.0000,
2023/01,472.0000,
2023/02,248.0000,
2023/03,217.0000,
2023/04,217.0000,
2023/05,281.0000,
2023/06,185.0000,
2023/07,187.0000,
